name,profile,country
椎野恭一,椎野 恭一（しいの きょういち、1959年11月30日 - ）は、日本のドラマー。神奈川県横浜市出身。,0
シーラ・E,シーラ・E（Sheila E.、本名：Sheila Escovedo、1957年12月12日 - ）は、アメリカ合衆国の歌手、ドラマー、パーカッション奏者。ソロ活動の他にプリンスのライブやツアーに参加した。,1
ジーン・クルーパ,"ジーン・クルーパ（Gene Krupa、本名：Eugene Bertram Krupa、1909年1月15日 - 1973年10月16日）は、アメリカ合衆国のジャズ・ドラマー。
スウィング期を代表する名ドラマーであり、それまで伴奏楽器とみなされていたドラムスにスター性をもたらした、ジャズ・ドラム史における最も偉大なドラマーのひとり。その影響はジャズ界だけにとどまらず、リンゴ・スター、ザ・ベンチャーズのメル・テイラー、レッド・ツェッペリンのジョン・ボーナム、カーマイン・アピス、キッスのピーター・クリスといったロック・ドラミングのパイオニアたちが、クルーパを憧れの対象とした。",1
ジェット・ブラック,"ブライアン・ジョン・ダフィー（英語名: Brian John Duffy、1938年8月26日 - 2022年12月6日 
）は、イングランド出身のドラマー。芸名: ジェット・ブラック（Jet Black）。ロックバンド「ストラングラーズ」の元メンバー。",1
シェーン・ガラース,シェーン・ガラス（Shane Gaalaas、1967年8月8日 - ）は、カナダアルバータ州イニスフェイル出身、アメリカロサンゼルス在住のドラマー。パワフル且つハイテクニカルなドラミングから、アメリカなどで著名なドラマーである。現在は、アメリカと日本の双方で活動中。,1
ジェイモ,,1
ジェフ・ハミルトン,ジェフ・ハミルトン（Jeff Hamilton、1953年8月4日 - ）は、クレイトン＝ハミルトン・ジャズ・オーケストラの共同リーダーであるアメリカのジャズ・ドラマーである。,1
ジェフ・バラード,,1
ジェフ・ポーカロ,"ジェフリー・トーマス・ポーカロ（Jeffrey Thomas Porcaro、1954年4月1日 - 1992年8月5日）は、アメリカのミュージシャン。ロックバンド、TOTOのリーダーであり元ドラマー。セッション・ミュージシャンとしても数多くのレコーディングに参加した。同じくTOTOのメンバーのマイク・ポーカロとスティーヴ・ポーカロは実弟。
「ローリング・ストーン誌の選ぶ歴史上最も偉大な100人のドラマー」において37位。",1
ジェフ・ワッツ,,1
シェリー・マン,シェリー・マン（Shelly Manne、1920年6月11日 - 1984年9月26日）は、アメリカ合衆国のジャズ・ドラマー。,1
ジェレミー・ステーシー,ジェレミー・ステーシー（Jeremy Stacey、1963年9月27日 - ）は、英国のドラマー、キーボード・プレイヤーである。,1
ジェローム・ブレイリー,,1
静海,しずみは、蜉蝣 (バンド)のメンバー。,0
シド・カトレット,,1
柴田一郎,柴田 一郎（しばた いちろう、1968年9月2日）は、日本のドラマー、ミュージシャンである。元ロックバンド・かかし、ゆらゆら帝国のドラマー。また、電子音楽家いちろうでもある。,0
柴田奈緒,,0
渋谷憲,,0
SHIHO,,0
嶋田祐一,,0
島村英二,島村 英二（しまむら えいじ、1950年9月13日 - ）は、日本のドラマー。スタジオ・ミュージシャン。富山県高岡市出身。,0
ジミー・コブ,ジミー・コブ（Jimmy Cobb、1929年1月20日 - 2020年5月24日）は、アメリカのジャズ・ミュージシャン、ドラム奏者。アメリカ合衆国ワシントンD.C.生まれ。,1
ジミー・ダイアモンド・ウィリアムズ,,1
ジミー原田,ジミー 原田 （ジミー はらだ、1911年12月10日 - 1995年5月12日）は、日本のジャズドラマー。,0
ジム・ケルトナー,ジム・ケルトナー（Jim Keltner）はアメリカ合衆国、オクラホマ州出身のドラマー。セッション・ミュージシャン。,1
ジム・ゴードン,"ジェームズ・べック・「ジム」ゴードン (James Beck ""Jim"" Gordon, 1945年7月14日 - 2023年3月13日) は、アメリカ合衆国のミュージシャン、作曲家。グラミー賞を受賞したゴードンは、1960年代後半から1970年代にかけて最も人気のあったセッションドラマーの一人であり、多くの著名なミュージシャンと共にアルバムを録音し、またブルースロックのスーパーグループであったデレク・アンド・ザ・ドミノスのドラマーでもあった。
1983年、ゴードンは母親を殺害し、懲役16年の判決を受け収監。原因となった統合失調症が改善されないため、一度も仮釈放されることなくカリフォルニア州医療施設でその生涯を終えた。",1
ジム・ホッダー,,1
ジャイアント吉田,"ドンキーカルテットは1964年に結成され、1970年まで6年間に渡って活躍したコミックバンドの一つである。このメンバーはザ・ドリフターズから独立する形で誕生した。
小野ヤスシをリーダーとしてテレビや演芸・公演などでも活躍していたが、1970年に解散する。以降はそれぞれ単独でタレントや司会者・声優として活動していた。
コミックソングの代表的なヒット曲の一つとして1970年に発売され、後に約20万枚を売り上げた『宮本武蔵』というタイトルがある。",0
ジャギ古川CAP,,0
シャグラット,シャグラット (Shagrath、本名：スティアン・トムト・トーレセン (Stian Tomt Thoresen)、1976年11月18日[1] - )は、ノルウェーのヘヴィメタル・ミュージシャン。シンフォニックブラックメタルバンド、ディム・ボルギルのボーカリストとして著名。また、バンド関係の楽器は一通り演奏できるマルチプレイヤーでもある。,0
ジャッキー吉川,"ジャッキー吉川（ジャッキー よしかわ、1938年8月1日 - 2020年4月20日）は、ジャッキー吉川とブルー・コメッツのメンバーでドラムを担当。東京都出身。
本名は板岡公一（いたおか こういち）。ジャッキーの由来はジャッキのように力強い腕が由来。",0
ジャック・ディジョネット,ジャック・ディジョネット（Jack DeJohnette、1942年8月9日 - ）は、アメリカのジャズ・ミュージシャン、ドラマー、ピアニスト。,1
shuji,shuji（しゅうじ、本名：末松秀二（すえまつ しゅうじ）、1974年11月21日 - ）は、日本のミュージシャンで、ロックバンド・Janne Da Arcのドラマー。兵庫県神戸市出身。大阪府立枚方西高等学校卒業。血液型はO型。,0
秀誉,,0
Sugar,,0
JUN,,0
淳士,淳士（じゅんじ、1973年3月30日 - ）は、日本のミュージシャン。SIAM SHADEのドラマーで、2006年よりBULL ZEICHEN 88で活動。旧名は淳二、本名は佐久間 淳二（さくま じゅんじ）。神奈川県秦野市出身、熊本県生まれ。血液型はB型。元アミューズ所属。,0
Junpei Minami,,0
JOE,,0
ジョーイ・クレイマー ,ジョーイ・クレイマー（Joey Kramer、1950年6月21日 - ）は、アメリカ合衆国のドラマーで、アメリカのロックバンド・エアロスミスのメンバーである。フルネームは、ジョゼフ・マイケル・クレイマー（Joseph Michael Kramer）。「ローリング・ストーン誌の選ぶ歴史上最も偉大な100人のドラマー」において78位。,1
ジョーイ・ジョーディソン,,1
ジョージ川口,"ジョージ 川口（ジョージ かわぐち、1927年6月15日 - 2003年11月1日）は日本のドラム奏者。 本名：川口 譲治（かわぐち じょうじ）。
「ジャズドラムスの神様」と呼ばれた。",0
ジョージ・コリアス,"ジョージ・コリアス（George Kollias、本名：イェオルイオス・コリアス（Γεώργιος Κόλλιας、ラテン文字転写：Georgios Kollias）、1977年8月30日 - ）は、ギリシャのヘヴィメタル・ミュージシャン（ドラマー）。音楽教師としても活動している。特に、アメリカのテクニカルデスメタルバンド、ナイルのドラマーとして著名。コリアスは、ナイルのアルバムに参加したことのある4人のドラマーの中で、初めてアルバム2枚以上で全曲を演奏したドラマーである。コリアスは、セイビアンとエヴァンス、ヴィック・ファースとエンドーズ契約している。加えて、アテネの現代音楽学校でドラムの講師としても活動している。
コリアスの参加していたエクストリミティー・オブセッションのギタリスト、イラクリス・コリアスはジョージの兄弟である。",1
ジョージ・ブラウン,,1
ジョー・ジガブー・モデリスト,,1
ジョー・ジョーンズ,ジョー・ジョーンズ（Jo Jones、1911年10月11日 - 1985年9月3日）は、アメリカ・シカゴ出身のジャズ・ドラマー。,1
ジョー・ドッジ,,1
ジョー・モレロ,,1
SHONO,SHONO（しょーの、1994年8月10日 - ）は、日本のタレント、モデル、ガールズメタルバンドPARADOXXのドラマー。静岡県浜松市出身。旧芸名はSHO-NO。,0
庄村聡泰,[Alexandros]（アレキサンドロス）は、日本の4人組ロックバンド。所属事務所はUKプロジェクト。レーベルはPolydor Records / RX-RECORDS。2014年3月までの旧バンド名は、[Champagne]（シャンペイン）。,0
ジョニー吉長,ジョニー 吉長（ジョニー よしなが、本名：吉長 信喜（よしなが のぶき）、1949年3月21日 - 2012年6月4日）は、日本のドラマー。福岡県小倉市（現北九州市小倉北区または小倉南区）出身。,0
ジョン・スタークス,"ジョン・レベル・スタークス (John Levell Starks, 1965年8月10日 - ) は、アメリカ合衆国・オクラホマ州タルサ出身の元プロバスケットボール選手。NBAのニューヨーク・ニックスなどで活躍した。ポジションはシューティングガード。",1
ジョン・ハートマン,,1
ジョン・バーベイタ,,1
ジョン・ハイズマン,"ジョン・ハイズマン（Jon Hiseman、1944年6月21日 - 2018年6月12日）は、イングランド・ロンドン出身のロック・ミュージシャン、ドラマー、音楽プロデューサー。
プログレッシブ・ロック・バンド「コロシアム」のリーダーとして知られる。",1
ジョン・ボーナム,"ジョン・ヘンリー・ボーナム（John Henry Bonham, 1948年5月31日 - 1980年9月25日）は、イギリス出身のミュージシャン、ドラマー。同国のロックバンド、レッド・ツェッペリンのドラマーとして知られる。
愛称はボンゾ。息子のジェイソン・ボーナムもロック・ドラマーである。身長179cm。",1
ジョン・マッケンタイア,ジョン・マッケンタイア（John McEntire、1970年4月9日 - ）は、アメリカ合衆国オレゴン州出身のドラマー、マルチプレイヤー、音楽プロデューサー、レコーディング・エンジニア。また、イリノイ州シカゴの録音スタジオ「Soma Electronic Music Studios」のオーナーでもある。主にポストロック、インディー・ロックの分野で活動し、バストロ、トータス、ザ・シー・アンド・ケイクのメンバーとしての活動に加えて、多くのミュージシャン／バンドの作品に参加した。,1
白井雄介,,0
白根賢一,白根賢一（しらね けんいち、1968年1月11日 -）は 、東京都出身のドラマー。A型でコーラスも行う。,0
神宮司治,神宮司 治（じんぐうじ おさむ、1980年3月5日 - ）は、日本のバンド・レミオロメンのメンバーでドラマーおよびコーラス担当である。山梨県東八代郡御坂町（現：笛吹市）出身。身長174cm。,0
神保彰,神保 彰（じんぼ あきら、1959年2月27日 - ）は、日本のドラマー、作曲家、国立音楽大学客員教授,0
ジン,,0
shingo,,0
SHINGO★KILLER,,0
ジンジャー・フィッシュ,"ジンジャー・フィッシュ（Ginger Fish、本名：ケネス・ロバート・ウィルソン、1965年9月28日 - ）はアメリカ合衆国マサチューセッツ州出身のドラマー。1995年から2011年までインダストリアル・ロック・バンド、マリリン・マンソンのメンバーとして活動した。芸名の由来はダンサーのジンジャー・ロジャースと大量殺人者のアルバート・フィッシュから。マリリン・マンソン在籍時には、パワーマン5000のアルバム『Tonight the Stars Revolt!』（1999年）にピアノでゲスト参加している。
2011年にマリリン・マンソンを脱退した後、ロブ・ゾンビのバンドに正式加入した。",1
ジンジャー・ベイカー,"ジンジャー・ベイカー（Ginger Baker、1939年8月19日 - 2019年10月6日）は、イングランド出身のミュージシャン、ドラマー。
1960年代のロックバンド「クリーム」をはじめ様々なセッション活動の実績を持ち、ロック界最初期のスーパードラマーとして認知されている。特に、ジャズ・フュージョンやワールドミュージックの分野にて影響を与えた。
ローリング・ストーン誌選出「最も偉大な100人のドラマー」第3位。",1
真太郎,真太郎（しんたろう、1983年11月5日 - ）は、日本のドラマー。滋賀県大津市出身。UVERworldのメンバー。既婚者。血液型はO型。,0
真矢 ,真矢（しんや、本名：山田 真矢（やまだ しんや）、1970年1月13日 - ）は、日本のロックバンド・LUNA SEAのドラマー、タレント。ラーメン店「天雷軒」プロデューサー、宝石店「Re:soul」（リソール）代表取締役社長、日本芸術専門学校特別講師。神奈川県秦野市出身。身長165cm。妻は元モーニング娘。の石黒彩。,0
Shinya,Shinya（シンヤ、1978年2月24日 - ）は、DIR EN GREYおよびソロプロジェクトであるSERAPHのドラマー。大阪府出身、血液型B型。 身長171cm。 愛称はやもちゃん。,0
菅井敏昭,,0
菅沼孝三,"菅沼 孝三（すがぬま こうぞう、1959年10月25日 - 2021年11月8日）は、大阪府出身のドラマー。
国外でも活躍しており、ジャズ・ロックなど幅広いジャンルで数多くのミュージシャンとの共演歴を持つ。
昭和音楽大学講師、音楽学校メーザー・ハウス講師、キャットミュージックカレッジ専門学校非常勤講師を務めていた。",0
杉本ユウ,,0
Zukejian,,0
ZUZU,,0
鈴木修見,,0
鈴木さえ子,鈴木 さえ子 (すずき さえこ、1957年3月14日 - )は、日本のミュージシャン。作曲家、ドラマー、キーボーディスト。出生名は鈴木左衛子。歌手の鈴木佐江子とは別人である。,0
鈴木英哉 ,鈴木 英哉（すずき ひでや、1969年11月14日 - ）は、日本のバンド・Mr.Childrenのドラマーである。愛称はJEN（ジェン）。身長175cm、体重64kg。,0
スズキ幹治,,0
スタントン・ムーア,,1
Zukejian,,0
スチュワート・コープランド,"スチュワート・アームストロング・コープランド（Stewart Armstrong Copeland、1952年7月16日 - ）は、アメリカ合衆国のプロミュージシャン。ドラマーで作曲家である。
イギリスのロックバンドであるポリス（The Police）の創立者として知られ、ポリスが活動を停止してからは、様々なバンドのドラマーとしてロックに留まらず広い領域に影響を与えてきた。2010年の「ローリング・ストーンの選ぶ歴史上最も偉大な100人のドラマー」に於いて第7位に選出された。
一方、1980年代にフランシス・コッポラやオリヴァー・ストーンの監督作品などの音楽を担当して以来、作曲家としても活動してきた。オーケストラのスコアリングも自ら担当して、映画、テレビ番組、ビデオ・ゲームのサウンドトラックからオペラやバレエ音楽まで手がけ、オーケストラを率いての公演も行なってきた。",1
スティーブ・アシェイム,スティーブ・アシェイム（Steve Asheim、1970年1月17日 - ）は、アメリカ合衆国のヘヴィメタルミュージシャン。デスメタルバンド・ディーサイドのドラマーとして著名。ディーサイドでは、作曲においても中心的な役割を担っている。アシェイムは、パール、パイステ、Vater、Axisとエンドーズ契約している。また、アシェイムは、銃のコレクターとしても著名で、ディーサイドのライヴDVD『When London Burns』で、そのコレクションを見ることができる。ドラムセットを担当することがほとんどであるが、ディーサイドの9thアルバム『Till Death Do Us Part』では、全曲リズムギターを担当し、一部ではリードギターも担当している。,1
スティーヴ・アリントン,,1
スティーヴ・ワシントン,,1
スティーヴ・ガッド,スティーヴ・ガッド（Steve Gadd、1945年4月9日 - ）は、アメリカ合衆国ニューヨーク州ロチェスター生まれのフュージョン・ドラマー、セッション・ドラマー、スタジオ・ミュージシャンである。,1
スティーヴ・ジャンセン,スティーヴ・ジャンセン（Steve Jansen、本名：Stephen Batt、1959年12月1日 - ）は、イングランドのロンドン・シデナム出身のドラマー、作曲家、音楽プロデューサー。デヴィッド・シルヴィアンは実兄。,1
スティーヴ・ジョーダン,スティーヴ・ジョーダン（Steve Jordan、1957年1月14日 - ）は、アメリカ合衆国ニューヨークのマルチ・プレーヤー、作曲家、音楽プロデューサーである。「ローリング・ストーン誌の選ぶ歴史上最も偉大な100人のドラマー」において80位。,1
スティーヴ・スミス,スティーヴ・スミス（Steve Smith、1954年8月21日 - ）は、アメリカ合衆国のジャズミュージシャン、ロックミュージシャン、ドラマー。1979年-1984年と1996年-1999年の間、米ロックバンド、ジャーニーに在籍したことで知られ、ジェフ・バーリン、マイク・スターンなど、様々なジャズミュージャンが率いるあらゆるバンドで活動し、その他多くのジャズ・セッションにも積極的にゲスト参加している。2016年現在は、事実上サポートメンバーの扱いだが、ジャーニーでの活動を再開している。 2020年3月3日に「Journey」のバンド名の独占権を得るために同バンドのロスヴァロリー(Ba)とクーデターを試みたとされ、メンバーのニール・ショーン(Gt)、ジョナサン・ケイン(Key)に解雇を言い渡される。「ローリング・ストーン誌の選ぶ歴史上最も偉大な100人のドラマー」において30位。,1
スティーヴ・フェローン,スティーヴ・フェローン（Steve Ferrone、1950年4月25日 - ）は、1994年から2017年までロック・バンドのトム・ペティ&ザ・ハートブレイカーズにオリジナル・ドラマーであったスタン・リンチの後任として在籍したメンバーとして知られ、1970年代のアヴェレイジ・ホワイト・バンドにおける「クラシック・ラインナップ」の1人としても知られるイングランドのドラマーである。フェローンは、エリック・クラプトン、ジョージ・ハリスン、デュラン・デュラン、スティーヴィー・ニックス、ラウラ・パウジーニ、クリスティン・マクヴィー、リック・ジェームス、スラッシュ、チャカ・カーン、ビージーズ、スクリッティ・ポリッティ、エアロスミス、アル・ジャロウ、ジョニー・キャッシュといった面々とレコーディングを行い、演奏してきた。フェローンはまた、シリウスXmの「トム・ペティ・ラジオ」において、毎週、ラジオ番組「The New Guy」でホストを務めている。,1
スペンサー・ドライデン,,1
スライ・ダンバー,"スライ&ロビー (Sly and Robbie) は、レゲエのリズムセクションである。
ドラマーのローウェル・ダンバー（スライ・ダンバー Sly Dunbar。彼の好きなミュージシャン、スライ・ストーンにちなんで愛称で呼ばれる。本名ローウェル・チャールズ・ダンバー Lowell Charles Dunbar、1952年5月10日 - 、キングストン生まれ）と、ベーシスト、ロバート・シェークスピア（愛称ロビー・シェイクスピア Robbie Shakespeare、1953年9月27日 - 2021年、キングストン生まれ）の二人のリズムセクションは、1970年代の半ばに、この名義で活動を始める。彼らが製作に携わった楽曲は20万曲にものぼると言われている。

二人で活動を始める前、スライはスキン・フレッシュ・アンド・ボーンズにいて、ロビーはアグロベーターズでベースを弾いていた。クラブで演奏している時にお互いをよくチェックしていた。彼らはモータウンやフィリー・ソウル、カントリー・ミュージックが好きで、同じ音楽の傾向を持つことを見つけ、最初にフー・キム兄弟が経営していた「チャンネル・ワン」レーベルで二人を中心としたバンド、レヴォリューショナリーズを結成し一緒に働き出した。1980年には独自の「タクシー」レーベルを創った。
彼らは何度か、レゲエの表情を一変させている。1976年、「ロッカーズ」リズムと呼ばれる激しいリズムを打ち出し、主流だった「ワンドロップ」リズムを追い落とした。1980年代初期には「アンメータード・タクシー（Ummetered Taxi）」リズムをはじめとする「ラバダブ（Rub a Dub）」スタイルを導入した。1980年中期においてもいち早く電子楽器を導入し重要なリズムを開発した。1990年代初期にも、チャカ・デマス・アンド・プライヤーズの「バン・バン」(Bam Bam)と「マーダ・シ・ロート」(Murder She Wrote)のリズムを創った。
1990年代から2000年代にかけてのスライ&ロビーは、ダンスホールレゲエとヒップホップ、R&B。ラテン音楽を革新的に融合させた。ビーニ・マンからショーン・ポール、ピーター・トッシュ、ブラック・ウフル、グレゴリー・アイザックス、デニス・ブラウンなどの著名なジャマイカのミュージシャンと作品を製作した。
その一方で、ジャマイカの音楽シーンから離れて、ボブ・ディラン、ミック・ジャガー、ローリング・ストーンズ、グレイス・ジョーンズ、ジルベルト・ジル、ジョー・コッカー、セルジュ・ゲンスブール、シンプリー・レッド、マイル・フランチ、スティング、ダグ・E・フレッシュ、カルロス・サンタナ、シネイド・オコナー、弘田三枝子などの多くのポップスのジャンルの楽曲製作に参加している。
30年以上一緒にいながらも、なお現在でも彼らのバンド、タクシー・ギャングと共に世界ツアーをし、レコーディング活動をしている。
ロビー・シェイクスピアが死去したと2021年12月8日に報道された。",1
清野鉄平,,0
瀬崎順治,,0
senoo ricky,,0
千崎涼太,,0
宗修司,,0
そうる透,そうる 透（そうる とおる、英表記：SOUL TOUL、1958年5月5日 - ）は、日本のドラマー。神奈川県横浜市出身。,0
外山明,,0
ソニー・エモリー,,1
ソニー・ペイン,,1
ターキー,ターキーは、ロックバンド・GO!GO!7188のドラマー。,0
ダーク・ヴェルビューレン,"ダーク・ヴェルビューレン（Dirk Verbeuren、1975年1月8日 - ）は、ベルギー・アントウェルペン出身のヘヴィメタルミュージシャン（ドラマー）。特に、スウェーデンのメロディックデスメタル/エクストリームメタルバンド・ソイルワークのドラマーとして著名であり、2004年から2016年7月まで在籍し、5枚のスタジオ・アルバムに加えて、ライブ・アルバム/DVD/Blu-rayに音源を残しており、ヨーロッパ、アメリカ合衆国、カナダ、日本、オーストラリア、ロシア、中華人民共和国ではライヴステージに立っている。2016年にアメリカのスラッシュメタルバンド・メガデスに正式加入し、ソイルワークを脱退した。
ヴェルビューレンは、スタジオ・アルバムやライヴの演奏技術によって、メタルシーンの中でも特に知られた存在である。そのため、前述の2バンドの他にもデヴィン・タウンゼンド、フレドリック・トーデンダル（メシュガー）、サテリコン、ジェフ・ルーミス、ウォーレル・デイン、アボーテッド、ナグルファー、スカーヴ、パワーマッド、ザ・プロジェクト・ヘイト・MCMXCIX等、多数のミュージシャン、バンドの作品に参加している。
ヴェルビューレンは、所有するダイ・クローリング・スタジオ (Die Crawling Studio)でセッションドラマーをしたり、Tamaドラムスやマイネル・シンバルズの専門家として世界的に活動しており、その様な活動をしていない際には、『Dirk Blasts』と題された教則ビデオや本人によるオンラインのドラム教則を通じて知識や専門技術を伝えている。フランスのナンシーにあるMusic Academy Internationalで10年間、その他を併せて20年もの間、音楽教師を務めていた。
2011年にヴェルビューレンはグラインドコアバンド・ベント・シーを結成した。このバンドには、ナパーム・デスのベーシスト・シェーン・エンバリーとアボーテッドのボーカリスト・スヴェン・ド・クロウェが参加した。
2016年7月、ヴェルビューレンはメガデスの新ドラマーとして正式に加入することが発表された。正式加入が発表される前、ヴェルビューレンは、クリス・アドラーに代わって、メガデスのツアーにセッションメンバーとして参加していた。そして、メガデスへの正式加入によってソイルワークから正式に脱退した。",1
太我,太我（たいが、1995年〈平成7年〉4月20日 - ）は、日本のドラマー、YouTuber。Non Stop Rabbitの元メンバー。本名は松村太我。血液型はB型。,0
"大古殿""FURUTON""宗大",,0
大地大介,,0
田井中貞利,,0
田浦楽 クリスタルレイク HONE YOUR SENSE,,0
田岡広宣,,0
タカオリ,,0
高木貴司,,0
高木利夫,,0
田嶋悟士(ガガガSP),,0
高田政良,DUCCI（だっち、本名: 高田 政良（たかだ まさよし）、1977年5月15日 - ）は、日本のドラマー、スタジオミュージシャン、ドラム講師、プロデューサー。カノウプスドラムエンドーサー。鳥取県米子市首都圏観光大使。,0
高野真太郎,高野 真太郎（たかの しんたろう、1979年10月20日 - ）は、日本のミュージシャン。元CHARCOAL FILTERのドラマー。,0
高橋勝美,,0
高橋久美子,高橋 久美子（たかはし くみこ、1982年4月10日 - ）は、日本の作家・作詞家[1]。ロックバンド「チャットモンチー」の元ドラマー。,0
高橋浩司,高橋浩司（たかはし こうじ）は、ドラムス、コーラス担当。東京都出身。解散後はREVERSLOW(2006年に脱退)、HARISS等に参加。,0
高橋宏貴,高橋 宏貴（たかはし ひろたか、1974年10月29日 - ）は、日本のミュージシャン、ドラマー。ロックバンド「ELLEGARDEN」「THE PREDATORS」「PAM」のドラマー。,0
高橋まこと,"高橋 まこと（たかはし まこと、1954年1月6日 - ）は、日本の音楽家。本名、高橋 信（読み方同じ）。福島県福島市出身。福島県立福島高等学校出身。
日本のロックバンド、BOØWYのドラマーとして知られる。身長170cm、体重61kg。血液型はA型。既婚。",0
高橋幸宏,"高橋 幸宏（たかはし ゆきひろ、1952年〈昭和27年〉6月6日 - 2023年〈令和5年〉1月11日）は日本のシンガーソングライター、ドラマー、音楽プロデューサー、ファッション・デザイナー、文筆家。
ソロ・デビューした1978年（昭和53年）から1980年（昭和55年）前半までは、「高橋ユキヒロ」とカタカナ表記の名前を名乗っていた。",0
高橋利克,,0
高橋ロジャー和久,高橋ロジャー和久（たかはし ロジャーかずひさ、1961年9月12日 - ）は、日本のドラマー。大阪市福島区出身。愛称の「ロジャー」は自身が敬愛するクイーンのロジャー・テイラーから。,0
高村佳秀,"高村 佳秀（たかむら よしひで、 (1987-06-27) 1987年6月27日（36歳））は、日本のドラマー。
熊本県出身。身長167cm、血液型AB型。BLUE ENCOUNTのドラムス担当。愛称はよっちゃん。",0
鷹森泉,,0
田切純一,,0
たくま,,0
ダグ・クリフォード,,0
武井誠,"ティー・エヌ・エー（TNA）は、日本のアトリエ系建築設計事務所。
武井誠＋鍋島千恵で主宰。2004年設立。吉岡賞、JIA新人賞、日本建築学会賞など多数受賞。",0
TAKEO,TAKEO（タケオ、1972年7月11日 - ）は、日本のミュージシャン。Angelo及びPIERROTのドラマー。,0
Takeshi,,0
田沢公大,SUPERCAR（スーパーカー）は、日本のロックバンド。1997年にデビューし、2005年2月26日に解散。,0
田島一平,,0
TASSHI,,0
田々井悟,,0
TATTSU,,0
田代信一,,0
