name,profile,country
tax,"TAX（1975年8月31日 - ）は、ドラムス担当。宮城県仙台市出身。本名は菊池 拓哉。ほとんどの楽曲制作に携わり、曲中の日本語詞を作詞している。地元仙台でのライブでは「菊池」コールが涌く。ドラムを始めたのは中学生の頃、たまたま遊びに行った友人宅のリビングにドラムセットが置かれていたのがきっかけ。歯科技工士として5年間働いた経験がある。その後、友達の紹介でメイナードと知り合い、2002年頃より参加。
名前の表記はインディーズ時代は本名の菊池拓哉、メジャーデビュー後は小文字でtax、9thアルバム『Colour by Number』リリース頃より大文字でTAXになった。2018年にMaynardとともに「EIGHT CROWNS JAPAN」を設立し養蜂家としての活動を開始している（本名名義）。
インタビューでは率先して曲の紹介などを行うことも多い反面、ライブでは必要最小限しか話さない。ただし近年のライブでは発言回数も増えつつある。",0
田中清司,田中 清司（たなか きよし、1948年1月1日 - ）は、日本のドラマー、スタジオ・ミュージシャン。,0
田中裕二,田中 裕二（たなか ゆうじ、1957年5月29日 - 2022年12月17日）は、日本のドラマー、ミュージシャンである。血液型はO型。左利き。北海道旭川市出身。1977年からロックバンド『安全地帯』のメンバーとして活動した。,0
田中一光,田中 一光（たなか いっこう、1965年10月8日 - ）は、日本のドラマー、ミュージシャン。プログレッシヴ・ロック・バンドYuka & Chronoshipのドラマー。愛知県名古屋市出身。現在はYuka & Chronoshipの活動を中心に、さまざまなジャンルのアーティストと共演し、その活動は多岐にわたる。,0
"タナカ""ズィ〜レイ""レイジ",,0
田辺純平,,0
田辺健彦,,0
谷口奈穂子,谷口 奈穂子（たにぐち なおこ、1981年12月6日[23] - ）は大阪府寝屋川市出身のドラマー。,0
田邊昭知,"田邊 昭知（田辺 昭知、たなべ しょうち、1938年〈昭和13年〉11月15日 - ）は、日本の芸能プロモーター・放送作家、元音楽家・俳優。田辺エージェンシー代表取締役社長。元田辺昭知とザ・スパイダースのリーダー兼ドラマー・日本音楽事業者協会（JAME）会長。
東京都出身。愛称はショー坊（昭坊）、ショウちゃん（昭ちゃん）。妻は元モデル・女優の小林麻美。",0
ダニー・セラフィン,,1
ダニー・リッチモンド,,1
ダニエル・アデア,ダニエル・アデア（Daniel Adair、1975年2月19日 - ）は、カナダのドラマー、ミュージシャン。カナダのロックバンド、ニッケルバックのドラマーであり、元3ドアーズ・ダウンのドラマーでもあった。,1
ダニエル・アーランドソン,"ダニエル・アーランドソン（Daniel John Erlandsson, 1976年5月22日 - ）は、スウェーデン出身のヘヴィ・メタル・ドラマー。アーチ・エネミーなどで活動。",1
ダニエル・スヴェンソン ,ダニエル・スヴェンソン (Daniel Svensson、1977年11月20日 - )は、スウェーデンのヘヴィメタルミュージシャン (ドラマー、ボーカリスト)。イン・フレイムスのドラマーとして著名。,1
ダニエル・ユメール,"ダニエル・ユメール（Daniel Humair、1938年5月23日 - 、ジュネーヴ生まれ）は、ドラマー、作曲家、画家である。
彼は広く名を成しており、1986年に芸術文化勲章のシュヴァリエ、1992年にはオフィシエとなった。多くのジャズ・パフォーマー、とりわけジャン＝リュック・ポンティ、チェット・ベイカー、ミシェル・ポルタル、マーシャル・ソラール、デクスター・ゴードン、ジェリー・マリガン、エリック・ドルフィーと共演してきた。
ユメールは才能のある画家でもある。彼は自分の作品を「比喩的な抽象」と表現し、芸術的な絵画に対する彼の情熱と知識を証明する一貫した作品を作成した。",1
玉田豊夢,玉田 豊夢（たまだ とむ、1975年6月23日 - ）は、日本のドラマー。本名同じ。大分県臼杵市出身。血液型B型。,0
田村はるな,,0
タリム,タリム (Trym、本名：カイ・ヨニー・モサケル (Kai Johnny Mosaker)、1974年 - )は、ノルウェーのヘヴィメタルミュージシャン。Trym Torsonとも表記され、タリム・トルソンもしくはタリム・トーソンと書かれる場合もある。主に、エンペラーやザイクロンの活動で著名。タリムのドラミングは、ジャズから大きな影響を受けており、タリムは、ダブル・ベース・ドラムによるブラストビートを絡めた高速なドラミングで知られている。また、タトゥー・アーティストとしても活動している。,1
ダン・スワノ,"ダン・スワノ（Dan Swanö, 1973年3月10日 - )は、ヘヴィメタル（特にデスメタル）をメインジャンルとしつつも多方面で活動しているスウェーデン出身のミュージシャン、音楽プロデューサー。オーペスのミカエル・オーカーフェルトと互いに影響を与え合い、共に70年代のプログレッシブ・ロックとデスメタルを組み合わせたスタイルを作り上げたことで著名である。
また、エッジ・オブ・サニティの実質的リーダーとしてメロディックデスメタルの発展に大きく貢献した。",1
丹寧臣,,0
檀上尚居,,0
チト河内,チト 河内（チト かわち、1943年2月24日 - ）は、日本の作曲家、アレンジャー。本名：河内 重昭。血液型はB型。兄は作曲家のクニ河内。,0
チェスター・トンプソン,チェスター・トンプソン（Chester Thompson、1948年12月11日 - ）は、アメリカのミュージシャンである。主にドラマー、パーカッショニスト、セッション・ミュージシャン、音楽プロデューサー、そして教師を務めている。トンプソンは、1973年から1975年までフランク・ザッパとマザーズ・オブ・インヴェンション、1977年から1992年までと2007年にプログレッシブ・ロック・バンドのジェネシスと協力したことでおそらく最もよく知られている。現在は2011年に結成された自身のジャズ・グループ、チェスター・トンプソン・トリオのメンバーを務めている。,1
チェ・ミンファン,チェ・ミンファン（최민환、1992年11月11日 - ）は、韓国の歌手、俳優。FTISLANDのドラムスを担当している。身長171cm、体重55kg。血液型A型。,1
チャーリー・パーシップ,,1
チャーリー・ワッツ,"チャールズ・ロバート“チャーリー”ワッツ（Charles Robert ""Charlie"" Watts, 1941年6月2日 - 2021年8月24日）は、イギリスのミュージシャン。ロックバンド、ローリング・ストーンズのドラマー。
デビュー以来、ミック・ジャガー、キース・リチャーズと共に在籍し続けたオリジナルメンバーの1人。ジャズに影響を受けた独特のドラミングで、ストーンズの独自性溢れる音作りを永年にわたって支えた。また、自ら率いるジャズ・バンドでも活動しアルバムも発表している。
「ローリング・ストーン誌の選ぶ歴史上最も偉大な100人のドラマー」に於いて第12位。また、「LA Weekly誌の選ぶ歴史上最も偉大な100人のドラマー」に於いて第3位。",1
"チャールズ・""ハングリー""・ウィリアムズ","チャールズ・""ハングリー""・ウィリアムズ (Charles ""Hungry"" Williams, 1935年2月12日 – 1986年5月10日)は米国のドラマー。1950年代から60年代にかけてニューオーリンズのR&Bシーンで活躍した。ときにはヴォーカルを取ることもあり、自己名義のシングルもリリースしている。",1
チャック・バーギ,,1
チャド・スミス,チャド・スミス（英: Chad Smith、1961年10月25日 - ）は、アメリカ合衆国のドラマー。ロックバンド、レッド・ホット・チリ・ペッパーズのメンバーとして知られる。「ローリング・ストーン誌の選ぶ歴史上最も偉大な100人のドラマー」において87位。フルネームは、チャドウィック・ゲイロード・スミス（Chadwick Gaylord Smith）。,1
チャド・ワッカーマン,"チャド・ワッカーマン（Chad Wackerman、1960年3月25日 - ）は、アメリカ合衆国のジャズ、フュージョン、ロック・ドラマー。
フランク・ザッパやアラン・ホールズワースと共演している。彼はバンド・メンバー、セッション・ミュージシャン、サイドマン、そして彼自身のバンドのリーダーとして働いてきた。共にドラマーであるジョン・ワッカーマンとブルックス・ワッカーマンの兄である。",1
チャンギート,チャンギート（Changuito、本名：ホセ・ルイス・クィンタナ、1948年1月18日 - ）は、キューバのパーカッショニストである。,1
CHOCO,CHOCO（チョコ、男性、1975年10月7日 - ）は、富山県出身の漫画家、同人作家、キャラクター、メカニックデザイナー、イラストレーター。血液型はB型。,0
Tsuki,,0
土屋薫,"土屋 薫（つちや かおる、Kaoru Tsuchiya Hawley、1958年1月20日 - ）は、地方競馬の浦和競馬場、大井競馬場所属、そしてアメリカ合衆国ケンタッキー州の元騎手である。
埼玉県出身、血液型はAB型。地方競馬教養センター短期騎手課程生。所属厩舎だった土屋登元調教師は実父、同じ浦和競馬場に所属していた土屋千賀子元調教師は姉。配偶者は、カナダスポーツ殿堂博物館、アメリカ競馬名誉の殿堂博物館、カナダ競馬名誉の殿堂にて殿堂入りをした騎手のサンディー・ホーリー。
勝負服の柄は胴白・左青たすき、袖赤。",0
Tsutomu,,0
恒岡章,,0
恒田義見,,0
つのだ☆ひろ,つのだ☆ひろ（つのだ ひろ 、1949年8月1日 - ）は、日本の歌手、ドラマー、作詞家・作曲家、ラジオパーソナリティ。本名：角田 博民（つのだ ひろたみ）。有限会社角田兄弟社代表取締役。名前の「☆」は発音しない。,0
角田美喜,角田 美喜（つのだ みき、1963年12月7日 - ）は、日本のドラマー。東京都出身。血液型はO型。,0
鶴田加奈子,鶴田 加奈子（つるた かなこ）は、日本の歌手、ドラマー。1996年より活動している。,0
鶴谷智生,鶴谷 智生（つるや ともお、1965年7月18日 - ）は、日本のドラマー、パーカッション奏者、音楽プロデューサー。,0
ティコ・トーレス,"ティコ・トーレス（Tico Torres、1953年10月7日 - ）は、ボン・ジョヴィのドラマー。画家やデザイナーとしても活躍。ニューヨーク出身のキューバ系アメリカ人。
愛称は「ザ・ヒットマン」（殺し屋の意や女性の扱い方から）。主にライヴ中、ジョン・ボン・ジョヴィからは「King of Cuba」と称される。",1
デイヴ・ウェックル,デイヴ・ウェックル（Dave Weckl、1960年1月8日 - ）は、アメリカのフュージョン・ドラマー。,1
デイヴ・グロール,"デヴィッド・エリック・グロール（David Eric Grohl、1969年1月14日 - ）は、アメリカ合衆国出身のミュージシャン、シンガーソングライター、音楽プロデューサー。
ロックバンド「ニルヴァーナ」の元ドラマー。解散後は「フー・ファイターズ」のボーカル、ギターを務め、ドラマーとしては「ゼム・クルックド・ヴァルチャーズ」に籍を置く。",1
デイヴ・ロンバード,"デイヴ・ロンバード（Dave Lombardo、1965年2月16日 - ）は、キューバ系アメリカ人のロックミュージシャン、ドラマー。
主に、スラッシュメタル・バンド・スレイヤーのメンバーとして知られる。ほか様々なグループに在籍し、自らもバンドを率いて活動した。
ローリング・ストーン誌選出「歴史上最も偉大な100人のドラマー」2010年版では第12位、改訂版の2016年版では第47位。",1
ティト・プエンテ,"ティト・プエンテ（Tito Puente、本名:エルネスト・アントニオ・プエンテ・ジュニア、1923年4月20日 - 2000年5月31日）は、アメリカ・ニューヨーク出身のラテン音楽・ミュージシャン。「マンボの王様」「ラテンの王様」とも呼ばれ、ティンバレス、ヴィブラフォン、キーボードなど複数の楽器を起用に演奏した。また、作曲家、編曲家、バンドリーダーとしても足跡を残した。
1940年代から活躍しペレス・プラードらとともに、1950年代マンボ・ブームの立役者の一人でもある。プレイヤーおよびバンドリーダーとして、後のラテンジャズやサルサの発展にも寄与し、自らのバンドから多くの後進を輩出した功績もあった。
スペイン語では息子のことを「-ito（―ィート）」と呼び、プエンテは「エルネスティート」の「ティート」から「ティト」の愛称で呼ばれるようになった。",1
デヴィッド・ガリバルディ,,1
デスオ,,0
TETSU,,0
TETSUJI,,0
テッド・カークパトリック,,1
デニス・エリオット,,1
デニス・チェンバース,デニス・チェンバース（Dennis Chambers、1959年5月9日 - ）は、アメリカ合衆国のドラマーで、ジョン・スコフィールド、ジョージ・デューク、ブレッカー・ブラザーズ、サンタナ、パーラメント/ファンカデリック（Pファンク）、ジョン・マクラフリン、ナイアシン、マイク・スターン、キャブ、グレッグ・ハウ、ヴィクター・ウッテンなど、多数のミュージシャンたちと共に録音を行い、共演している。チェンバースは広く様々な音楽ジャンルで演奏する能力があるが、最もよく知られているのは、ジャズ・フュージョン、ファンク、ラテン音楽における演奏であろう。チェンバースは素早い手の動きと、バスドラムでの3連符の演奏で最もよく知られている。チェンバースは後進の若いドラマーたちを数多く支援しているが、その最も目立った例は、トニー・ロイスターJr.である。,1
寺崎経幸,,0
寺田正美,,0
テリー・ボジオ,"テリー・ボジオ（Terry Bozzio、1950年12月27日 - ）はアメリカ合衆国のドラマー。フランク・ザッパ、ミッシング・パーソンズのドラマーとして活動したほか、プログレッシブ・ロック、ニュー・ウェイヴ、ハード・ロックなど幅広いジャンルで活躍している。「ローリング・ストーン誌の選ぶ歴史上最も偉大な100人のドラマー」において17位。
2008年に日本人女性と結婚し、義娘は日本のヘヴィメタル・バンド「Aldious」のドラマーのMarina。",1
D.O.I,,0
土井耕太郎,,0
Do!藤崎,,0
徹,,0
Dr.涼,Dr.涼（ドラマーりょう）は、日本のドラマー。音楽プロデューサー。タレント。,0
遠海准司,,0
徳永善也,徳永 善也（とくなが よしや、1964年6月7日 - 2004年8月17日）は、日本のミュージシャン（ドラマー）。元チェッカーズのドラムス担当。「クロベエ」の愛称で親しまれた。身長174cm。血液型はA型。福岡県久留米市出身。,0
徳永義幸,,0
俊美,,0
栃木孝夫,栃木 孝夫（とちぎ たかお、1958年〈昭和33年〉7月11日 - ）は、日本のミュージシャン。元THE BOOMのドラマー。,0
トニー・アレン,トニー・アレン（Tony Allen、1940年8月12日 - 2020年4月30日）は、ナイジェリア出身のドラマー、作曲家。アフロビートの創始者、フェラ・クティの右腕として活動し、彼の元を離れてからも精力的に活動していた。,1
トニー・ウィリアムス,トニー・ウィリアムス（Tony Williams、1945年12月12日 - 1997年2月23日）は、アメリカ合衆国イリノイ州シカゴ生まれのジャズ、ジャズ・ロック・ミュージシャン、ドラム奏者、作曲家。,1
トーマス・ラング,,1
トミー・アルドリッジ,"トミー・アルドリッジ（Tommy Aldridge、1950年8月15日 - 、ミシシッピ州ジャクソン生まれ）は、アメリカ出身のHR/HMドラマー。
サザン・ロック・バンドのブラック・オーク・アーカンソー、パット・トラヴァース、オジー・オズボーン、ホワイトスネイク、ゲイリー・ムーア、テッド・ニュージェント、シン・リジィほか、数多くのHR/HMミュージシャンと共演している。
ビートルズ、クリーム、ジミ・ヘンドリックス、レッド・ツェッペリンなどに感化され、ジョー・モレロ、ジョン・ボーナムといったドラマーに影響を受けた。ヘヴィメタル界におけるツーバス奏者のパイオニアの1人でもある。
「ローリング・ストーン誌の選ぶ歴史上最も偉大な100人のドラマー」において44位。",1
トミー・スナイダー,"トミー・スナイダー（Thomas Charter ""Tommy"" Snyder、1952年12月20日 - ）は、音楽家、ロックバンド『ゴダイゴ』のドラマーである。
作詞作曲、フルート、鉄琴、木琴、ボーカルもこなし、ソロアルバムの発表や、他ミュージシャンへの歌詞・楽曲の提供などを行っている。
ボーカル曲として、大追跡 (テレビドラマ)のエンディング曲「Shadows of a Man」、ルパン三世の挿入歌「Lovin' You(Lucky)」「Super Hero(ルパン三世のテーマ)」、海底超特急マリンエクスプレスの主題歌「ザ・マリン・エクスプレス」、あぶない刑事の挿入歌「Night Waves」などを担当している。
父シドニー・スナイダーはピアノを弾いた。娘シャンティ・スナイダーは歌手。1977年、ゴダイゴの浅野良治の後任として来日。
TAMAのドラムを長年に渡って愛用している。
ローランドの楽器デモンストレーションを行っている。",1
トミー・プライス,トミー・プライス（Thommy Price 1956年12月9日-）は、ニューヨーク・ブルックリン出身のロック・ドラマー。,1
トミー・リー,トミー・リー（Tommy Lee、1962年10月3日 - ）は、モトリー・クルーのオリジナル・ラインナップのドラマー。一時脱退するが、ラッパー、モデル、大学生を経て、2005年のワールド・ツアーより復帰する。本名トーマス・リー・バス（Thomas Lee Bass）。身長188cm。,1
富田京子,富田 京子（とみた きょうこ、1965年6月2日 - ）は、日本のドラマー、作詞家、ミュージシャン、ラジオパーソナリティ。神奈川県横浜市戸塚区生まれ。「プリンセス プリンセス」のメンバーとして知られる。,0
TOMO,,0
TOMOYA,"TOMOYA (ともや、1985年2月26日 - )は、神奈川県横浜市出身のスプレーアート作家。太田プロダクション所属
カナダ トロントでアート、語学、写真、音楽などさまざまな事に触れ,ライブペインティングや作品提供などを行ったのち2008年に帰国。
日本でのスプレーアート第一人者。日本で初めてスプレーアートライブパフォーマンスや作品をメディアなどで披露する。ライブペイントパフォーマンス、制作、作品提供の他、楽曲制作など幅広いアーティスト活動を行っている。制作ラインでは独自に開発した世界初のオリジナルのスプレーアート技法により様々なコレクションの作品を発表している。
また、第一人者であるTOMOYAの作品が認められ、クリスチャンラッセンなど国内で独占的に契約しているアールビバン株式会社でTOMOYAのスプレーアート作品（宇宙シリーズ）も2022年度より取り扱い開始。
海外活動もしておりニュース番組の出演や、本などへの作品提供も行っている。",0
Tomoi,Tomoi（トモイ、1970年11月17日 - ）は、日本のミュージシャン、ドラマー。愛知県出身。血液型はO型。中日ドラゴンズの大ファン、趣味は釣り。,0
トラヴィス・バーカー,トラヴィス・ランドン・バーカー (Travis Landon Barker、1975年11月14日 - ) とは、アメリカ合衆国 カリフォルニア州 フォンタナ出身のドラマー、音楽プロデューサー、ソングライターである。人気パンクバンド、ブリンク 182の敏腕ドラマーとしてだけでなく、多方面で活躍中。,1
トレ・クール,"トレ・クール (Tré Cool, 本名 Frank Edwin Wright III)は、旧西ドイツ フランクフルト生まれ、アメリカ カリフォルニア州 メンドシーノ・マウンテン育ちのドラマー。アメリカのロックバンド、グリーン・デイでドラムやコーラスを担当している。",1
ドン・ブリューワー,,1
ドン・ヘンリー,"ドン・ヘンリー（Don Henley、1947年7月22日 - ）は、アメリカ合衆国テキサス州出身のドラマー、歌手。カントリー・ロック・バンド、イーグルスのメンバーとして知られる。
「ローリング・ストーンの選ぶ歴史上最も偉大な100人のシンガー」において第87位。
「Q誌の選ぶ歴史上最も偉大な100人のシンガー」において第85位。",1
ナイジェル・グロックラー,"ナイジェル・グロックラー（Nigel Glockler, 1953年1月24日 -　）は、イギリスのHM/HRドラマー。イースト・サセックス、ホヴ出身。キャリアの多くをNWOBHMの代表的バンド、サクソンのメンバーとしてプレイし、現在も活躍中。",1
NAO,"NAO： Drums, 1970年7月7日、O型 (BY-SEXUAL→BY-SEX→machine→nitro→food→現在machine/BADUB/FOOD)",0
NAO,NAO（1978年7月28日 - 、AB型）ドラム担当,0
Nao,,0
中幸一郎,中 幸一郎（なか こういちろう、1964年〈昭和39年〉3月12日 ）は、日本のドラマー、ミュージシャンである。,0
長井一郎,"長井 一郎（ながい いちろう、1963年3月26日 - ）は、日本のロックバンドや声優ユニットのドラムを手がけているドラマー。新潟県新潟市出身。血液型はO型。
愛称「バルさん」。",0
永井利光,"永井利光（ながいとしみつ、1964年6月7日 - ）は、日本のミュージシャン、ドラマー。宮崎県都城市出身。
主に、GLAYや氷室京介のサポートドラマーとして活動している。そのほか、EXILE TAKAHIROなど。その際の名義は、「Toshi Nagai」。（通称Toshi）。その他に、音楽スクール等でドラムクリニックを行っている。",0
永江由侍,,0
中沢啓光,,0
中園浩之,,0
中田ケイゴ,,0
中畑大樹,青森県出身。血液型B型。日本工学院出身。愛称はナカハタ、大樹ちゃん、なかはたいこ等。ライヴではメインMCを担当している。一部の曲においてはエンジニア、またCD・DVD作品やツアーTシャツのデザインなども担当。インディーズ時代は黒髪であったが、メジャーデビュー以降は金髪がトレードマークとなる。使用機材はTAMAのStarclassic'Set。VOLA & THE ORIENTAL MACHINE結成時から期限無しレンタル移籍加入という形でドラムとして参加していたが、Syrup16gの解散に伴い正式メンバーとなり、その後もPERIDOTS、plenty、宇宙まお、ハルカトミユキ、清春、tacica、杉本恭一など、多くのバンドのサポートドラマーとして活動。,0
中村逸人,,0
中村達也,中村 達也（なかむら たつや、1965年1月4日 - ）は、日本のミュージシャン、ドラマー、俳優。1987年から2000年までBLANKEY JET CITYのドラマーとして活動し、2013年までソロプロジェクトのLOSALIOSで活動。富山県出身。,0
中村貞祐,,0
中村優規,中村 優規（なかむら ゆうき、1977年8月24日 - ）は日本のドラマー。福岡県北九州市出身。血液型B型。,0
中屋全次郎,,0
ナカヤマシンペイ,ナカヤマシンペイ：Dr／Cho,0
名越藤丸,,0
灘友正幸,,0
natsu,,0
奈良崎幸司,,0
ナラダ・マイケル・ウォルデン,ナラダ・マイケル・ウォルデン（Narada Michael Walden、1952年4月23日 - ）は、アメリカのドラム奏者、音楽プロデューサー。ドラマーとしては非常に卓越した技巧を持ち、細かくスピード感あふれるストロークは彼のプレイ・スタイルの象徴となっている。,1
ナル,,0
ナヲ,,0
新居伸亮,,0
新井田耕造,新井田 耕造（にいだ こうぞう、1953年3月25日 - ）は、日本のドラマー。現憂歌団ドラム担当。RCサクセションなどの活動で知られる。,0
ニール・パート,"ニール・エルウッド・パート O.C.（Neil Ellwood Peart, Officer of the Order of Canada ; 1952年9月12日 - 2020年1月7日）は、カナダ出身のミュージシャン、作詞家。ハードロック/プログレッシブ・ロックバンド「ラッシュ」のドラマーとして知られる。日本語表記では「パート」とされることが多いが、実際の発音は[pɪərt]で、日本語のカタカナにすると「ピアート」に近い。
1983年、『モダン・ドラマー』誌の読者人気投票で殿堂入りを果たすほか、『ローリング・ストーン』誌の「読者が選ぶ史上最高のドラマー」で第2位、『リズム・マガジン』誌による「史上最高のドラマー50人」で第4位、Gigwiseによる「史上最高のドラマー」で第4位に選ばれるなど、数々の賞を受賞している 。1996年には、バンド・メンバーのアレックス・ライフソン、ゲディー・リーとともに、カナダ勲章を受勲している（Officer of the Order of Canada）。",1
ニコ・マクブレイン ,"ニコ・マクブレイン（Nicko McBrain、本名Michael Henry McBrain、1952年6月5日 - ）は、イギリス・ロンドン出身のヘヴィメタルバンド「アイアン・メイデン」のドラマー。""ニコ""とは子供時代のニックネーム（本名はマイケル・マクブレイン）。いつも持ち歩いていたぬいぐるみ""Nicholas the bear""から来ているという。米国フロリダ州ボカラトン在住。彼の使用するVicFirth製スティックには、""BOOMER""という現在のニックネームが付けられている。
フランスのヘヴィメタルバンド、トラスト、パット・トラヴァースバンドなどを経て、4thアルバム『頭脳改革』より参加。前ドラマー、クライヴ・バーのシンプル且つパワフルなドラミングとは一線を画した、トリッキーで手癖のあるドラミングで、今となってはアイアン・メイデンらしさを演出するには欠かせない存在。
2013年2月24日に、ニコの妻・レベッカが、フロリダ州ボカラトンの自宅で、夫・ニコに対して装飾用の刀剣で襲撃し、さらに薪を投げつけ、軽傷を負わせたDVの容疑を問われ、5月3日に判決を控えていると、タウンニュース・サイトの「ボカ・ニュース・ナウ」が伝えている。レベッカは逮捕され、パーム・ビーチ拘置所に身柄を拘束されたが、その後は保釈されている。その後の罪状認否で、レベッカは無罪を主張しており、被害者がニコかどうかさえ不明だという。
2018年2月、マンチェスター市内に、元の楽器店のオーナーが引退したのちに経営を受け継ぐ形で自身がオーナーを務めるドラム、パーカッション専門の楽器店「Nicko McBrain's Drum One」がオープンした。",1
西浦真奈,,0
西尾寛,,0
西田竜一,,0
西森武史,,0
ニック・メイスン,"ニック・メイスン（Nick Mason、CBE、1944年1月27日 - ）は、イングランド出身のロックミュージシャン、ドラマー、音楽プロデューサー。
同国のプログレッシブ・ロック・バンド「ピンク・フロイド」の創設メンバー。2019年、大英帝国勲章（CBE）を叙勲。
ローリングストーン誌選出「歴史上最も偉大な100人のドラマー」第51位。
（※ニック・メイソンとの表記もあり。ピンク・フロイドにおける経歴は「ピンク・フロイド」の項を参照）",1
ニック・メンザ,"ニック・メンザ（Nick Menza, 1964年7月23日 - 2016年5月21日）は、アメリカ合衆国のドラマー。1989年から1999年までメガデスに所属していた。
ジャズ・サックス奏者、ドン・メンザの息子として生まれ、2歳の頃よりドラムの演奏を始める。なお、当時父親が軍隊に所属していた都合で、出生地はミュンヘンである。18歳になってから音楽活動を本格的に始め、ランディ・ローズの実弟のバンドやジョン・フォガティなど、ジャズやR&B、ファンクなど様々ジャンルでの活動を経て、やがて、オーディションの結果、解雇されたチャック・ビーラーの後任としてメガデスに加入し、彼らの黄金時代を支えた。
しかし、1998年に重度の膝の故障によりリハビリ生活を送ることになり、音楽活動の休止を強いられる。これに伴い、メガデスのライブツアーの出演は一切キャンセルとなり、代役として元Y&Tのジミー・デグラッソが迎えられる。ところが、ニックの復帰が待たれることなくそのままジミーが正式なメンバーに昇格したため、バンドを解雇された。
2004年にメガデスが再結成されるとライブツアーに参加したため、一時期彼の復帰が噂されたが、結果的に「準備不足」を理由に解雇され、バンドへの復帰はかなわなかった。
その後は、ソロ活動と並行しながら、Orphaned to Hatredという地元・ロサンゼルスで活動するバンドに参加したが、このバンドからも2010年をもって離脱した。その後、DeltanautとMenzaという2つのソロバンドで活動した。
2016年5月21日、ロサンゼルスのジャズクラブで、自身の所属するインストゥルメンタル・バンド「OHM」のライブ中に心臓発作で倒れ、死去。51歳没。",1
にゃんごすたー,にゃんごすたー（Nyango Star）は、青森県黒石市出身のゆるキャラ、ドラマー。運営会社および所属事務所は音楽制作会社のビーイング。,0
ぬのかわしゅうじ,,0
NUMA,,0
沼澤尚,沼澤 尚（ぬまざわ たかし、1960年4月19日 - ）は、日本のドラマー。東京都新宿区出身。父は元プロ野球選手の沼澤康一郎。,0
NO FUN PIG,,1
野口薫,野口 薫（のぐち かおる、1968年11月13日 - ）は、日本のドラマー、ボーカリスト、ギタリスト。神奈川県綾瀬市出身（出生は厚木市）。身長174cm、血液型A型。,0
